CATEGORIE_EVENEMENT|TITRE_EVENEMENT|DEBUT_EVENEMENT|FIN_EVENEMENT|HORAIRE_EVENEMENT|COUT_EVENEMENT|DESCRIPTION_EVENEMENT|RENSEIGNEMENT_EVENEMENT|TEL1_EVENEMENT|TEL2_EVENEMENT|COURRIEL_EVENEMENT|URL_EVENEMENT|NOMLIEU_EVENEMENT|COMPLEMENT_LIEU_EVENEMENT|ADRESSE_EVENEMENT|TEL_LIEU|NOM_ARRONDISSEMENT
Exposition|Exposition Emergences ephemeres|2015-05-03|2015-05-31|Du mardi au vendredi de 14 h a 21 h (ferme entre 17 h et 18 h), samedi et dimanche de 13 h a 17 h|0|L'exposition Emergences ephemeres nous entraine dans un voyage a travers les contes et legendes de la mythologie grecque et le monde emerveille des reves de l'enfance.Ces œuvres picturales se presentent comme des œuvres inspirees de vitraux, de mosaiques ou de marqueteries de pierre. Decouvrez ces diverses techniques de creation a travers de courts-metrages. Les collages d'elements externes comme la feuille d'or et l'integration d'ecrits suggestifs forment un amalgame mysterieux de differents mediums aboutissant a une creation artistique magique. Ils vehiculent un message crypte ou creent des effets de profondeur et de superposition. Prenez  un temps d'arret et venez profiter des plaisirs poetiques et surrealistes que vous offre Nicole Beaudin!|5|418-641-6471||info@sahb.ca|http://www.sahb.ca|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite familiale|A l'abordage, corsaires et pirates!|2015-06-14|2015-08-16|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Les pirates et les corsaires n'existent pas qu'au cinema. Veritables heros ou mechants criminels? Depuis que les hommes ont utilise des bateaux pour transporter des objets precieux, on a essaye de les voler. Decouvre la legende frissonnante du Vaisseau fantome et pars a l'abordage de cette exposition qui presente les exploits de ces redoutables forbans qui faisaient regner la menace et dont le souvenir subsiste encore dans certaines de nos legendes locales.Une presentation de la Societe d'art et d'histoire de Beauport en provenance du Musee acadien du Quebec.|-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite petit budget|A l'abordage, corsaires et pirates!|2015-06-14|2015-08-16|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Les pirates et les corsaires n'existent pas qu'au cinema. Veritables heros ou mechants criminels? Depuis que les hommes ont utilise des bateaux pour transporter des objets precieux, on a essaye de les voler. Decouvre la legende frissonnante du Vaisseau fantome et pars a l'abordage de cette exposition qui presente les exploits de ces redoutables forbans qui faisaient regner la menace et dont le souvenir subsiste encore dans certaines de nos legendes locales.Une presentation de la Societe d'art et d'histoire de Beauport en provenance du Musee acadien du Quebec.|-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Exposition|A l'abordage, corsaires et pirates!|2015-06-14|2015-08-16|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Les pirates et les corsaires n'existent pas qu'au cinema. Veritables heros ou mechants criminels? Depuis que les hommes ont utilise des bateaux pour transporter des objets precieux, on a essaye de les voler. Decouvre la legende frissonnante du Vaisseau fantome et pars a l'abordage de cette exposition qui presente les exploits de ces redoutables forbans qui faisaient regner la menace et dont le souvenir subsiste encore dans certaines de nos legendes locales.Une presentation de la Societe d'art et d'histoire de Beauport en provenance du Musee acadien du Quebec.|-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite familiale|Fragments de contes et couleurs de legendes|2015-08-23|2015-09-27|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Heloise Michaud-Cote explore l'univers pictural avec une emotion a fleur de peau. Le corps est le point central de son inspiration qu'elle traduit par des jeux de compositions inventifs, en constant dialogue avec l'evocation epidermique, la fragilite de cette surface mise a nu et l'eminence qu'elle subisse le choc du monde exterieur. L'artiste s'interesse autant aux aspects physiologiques qu'a l'apparence de l'enveloppe corporelle. Pour vivre une aventure exaltante grace aux creations d'une jeune artiste en ascension. Une presentation de la Societe d'art et d'histoire de Beauport.|-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite petit budget|Fragments de contes et couleurs de legendes|2015-08-23|2015-09-27|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Heloise Michaud-Cote explore l'univers pictural avec une emotion a fleur de peau. Le corps est le point central de son inspiration qu'elle traduit par des jeux de compositions inventifs, en constant dialogue avec l'evocation epidermique, la fragilite de cette surface mise a nu et l'eminence qu'elle subisse le choc du monde exterieur. L'artiste s'interesse autant aux aspects physiologiques qu'a l'apparence de l'enveloppe corporelle. Pour vivre une aventure exaltante grace aux creations d'une jeune artiste en ascension. Une presentation de la Societe d'art et d'histoire de Beauport.|-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Exposition|Fragments de contes et couleurs de legendes|2015-08-23|2015-09-27|Du mardi au vendredi, de 14 h a 21 h (ferme entre 17 h et 18 h); samedi et dimanche, de 13 h a 17 h   |0|Heloise Michaud-Cote explore l'univers pictural avec une emotion a fleur de peau. Le corps est le point central de son inspiration qu'elle traduit par des jeux de compositions inventifs, en constant dialogue avec l'evocation epidermique, la fragilite de cette surface mise a nu et l'eminence qu'elle subisse le choc du monde exterieur. L'artiste s'interesse autant aux aspects physiologiques qu'a l'apparence de l'enveloppe corporelle. Pour vivre une aventure exaltante grace aux creations d'une jeune artiste en ascension. Une presentation de la Societe d'art et d'histoire de Beauport.|-1|418-641-6110|418-641-6471|info@sahb.ca|http://www.sahb.ca/|Bibliotheque Etienne-Parent|salle Jean Paul-Lemieux|3515, rue Clemenceau|418-641-6110|Beauport
Activite familiale|Jouons ensemble|2015-06-26|2015-08-14|Les vendredis de 14 h a 15 h |0|Viens decouvrir de nouveaux jeux de societe a ta bibliotheque. Tu pourras rencontrer d'autres jeunes, developper des strategies et qui sait, gagner ou perdre, mais toujours dans le but de t'amuser avec des mordus de jeux de societe.|-1|418-641-6110||courrier@bibliothequedequebec.qc.ca|http://www.bibliothequedequebec.qc.ca|Bibliotheque Etienne-Parent|secteur jeunesse|3515, rue Clemenceau|418-641-6110|Beauport
Activite litteraire|Poesie epinglee|2015-06-10|2015-07-05|Aux heures d'ouverture|0|Vous ecrivez de la poesie ? Apportez l'un de vos poemes ou haikus et nous l'epinglerons dans le boise du Sentier des poetes adjacent a la bibliotheque Etienne-Parent du 10 juin au 5 juillet 2015.  Votre poesie doit etre remise sous enveloppe au comptoir d'accueil de la bibliotheque entre le 30 mai et le 7 juin en deux exemplaires 8 ½ par 11 po. ecrits a l'ordinateur avec votre nom lisible en bas. Sur une feuille a part, inscrire le titre du poeme et vos coordonnees : adresse, nom, age, telephone et courriel. Tirage de prix de participation. Une idee originale de Claudia de Champlain.|-1|418-641-6110||||Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Activite familiale|Contes animaliers dans le Sentier des poetes|2015-07-10|2015-08-07|Les vendredis, de 11 h 30 a 13 h 30 pour le pique-nique suivi de contes En cas de pluie: 13 h pour les contes seulement|0|Les familles sont invitees a venir pique-niquer et bouquiner sous la tente des 11 h 30, pres du Sentier des poetes, a la bibliotheque Etienne-Parent. Apportez votre lunch ! A 13 h, dans le boise, le depart sera donne pour une randonnee de contes animaliers  avec la conteuse Lyse Trottier. En cas de mauvais temps, les contes ont lieu a l'interieur. |5|418-641-6110-3||courrier@bibliothequedequebec.qc.ca|http://bibliothequedequebec.qc.ca|Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Activite litteraire|Contes animaliers dans le Sentier des poetes|2015-07-10|2015-08-07|Les vendredis, de 11 h 30 a 13 h 30 pour le pique-nique suivi de contes En cas de pluie: 13 h pour les contes seulement|0|Les familles sont invitees a venir pique-niquer et bouquiner sous la tente des 11 h 30, pres du Sentier des poetes, a la bibliotheque Etienne-Parent. Apportez votre lunch ! A 13 h, dans le boise, le depart sera donne pour une randonnee de contes animaliers  avec la conteuse Lyse Trottier. En cas de mauvais temps, les contes ont lieu a l'interieur. |5|418-641-6110-3||courrier@bibliothequedequebec.qc.ca|http://bibliothequedequebec.qc.ca|Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Activite familiale|Contes animaliers dans le Sentier des poetes|2015-07-10|2015-08-07|Vendredi, de 11 h 30 a 13 h 30 pour le pique-nique suivi de contes En cas de pluie : 13 h pour les contes seulement|0|Les familles sont invitees a venir pique-niquer et bouquiner sous la tente des 11 h 30 a la bibliotheque Etienne-Parent pres du Sentier des poetes. A 13 h, le depart sera donne pour une randonnee de contes animaliers dans le boise avec la conteuse Lyse Trottier. Apportez votre lunch !|3|418-641-6110||courrier@bibliothequedequebec.qc.ca||Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Activites estivales|Contes animaliers dans le Sentier des poetes|2015-07-10|2015-08-07|Vendredi, de 11 h 30 a 13 h 30 pour le pique-nique suivi de contes En cas de pluie : 13 h pour les contes seulement|0|Les familles sont invitees a venir pique-niquer et bouquiner sous la tente des 11 h 30 a la bibliotheque Etienne-Parent pres du Sentier des poetes. A 13 h, le depart sera donne pour une randonnee de contes animaliers dans le boise avec la conteuse Lyse Trottier. Apportez votre lunch !|3|418-641-6110||courrier@bibliothequedequebec.qc.ca||Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Contes|Contes animaliers dans le Sentier des poetes|2015-07-10|2015-08-07|Vendredi, de 11 h 30 a 13 h 30 pour le pique-nique suivi de contes En cas de pluie : 13 h pour les contes seulement|0|Les familles sont invitees a venir pique-niquer et bouquiner sous la tente des 11 h 30 a la bibliotheque Etienne-Parent pres du Sentier des poetes. A 13 h, le depart sera donne pour une randonnee de contes animaliers dans le boise avec la conteuse Lyse Trottier. Apportez votre lunch !|3|418-641-6110||courrier@bibliothequedequebec.qc.ca||Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Histoire animee|Contes animaliers dans le Sentier des poetes|2015-07-10|2015-08-07|Vendredi, de 11 h 30 a 13 h 30 pour le pique-nique suivi de contes En cas de pluie : 13 h pour les contes seulement|0|Les familles sont invitees a venir pique-niquer et bouquiner sous la tente des 11 h 30 a la bibliotheque Etienne-Parent pres du Sentier des poetes. A 13 h, le depart sera donne pour une randonnee de contes animaliers dans le boise avec la conteuse Lyse Trottier. Apportez votre lunch !|3|418-641-6110||courrier@bibliothequedequebec.qc.ca||Bibliotheque Etienne-Parent|sentier des poetes|3515, rue Clemenceau|418-641-6110|Beauport
Cinema|Yogi l'ours|2015-05-23|2015-05-23|14 h|0|Les affaires n'etant pas au beau fixe a Jellystone, le maire entreprend de fermer le parc et de vendre les terres. Risquant de perdre sa demeure, Yogi, l'ours chapardeur de paniers a pique-nique,  doit prouver qu'il est « plus fute que l'ours moyen ». Boubou et lui font alors equipe avec le gardien Smith pour trouver un moyen d'eviter cette fermeture definitive. (Avec : Anna Faris, Dan Aykroyd, Justin Timberlake, Nathan Corddry, Tom Cavanagh, Andrew Daly, Dean Knowsley). A l'occasion des Journees de la nature. |-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
Cinema|La riviere aux castors|2015-05-24|2015-05-24|14 h|0|Meche Blanche est un jeune castor espiegle, insouciant et dote d'une meche blanche sur la tete. Il vit au cœur de la foret, avec sa mere et sa sœur. Il n'a jamais connu son pere, devore par les loups peu apres sa naissance. Un jour, cependant, des ours endommagent le barrage et Meche Blanche est  emporte loin de chez lui par le courant impetueux de la riviere. Seul, il doit alors affronter de nombreux dangers.   A l'occasion des journees de la nature.|-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
Cinema|Coup de foudre a Austenland|2015-06-04|2015-06-04|18 h|0|(Comedie, Etats-Unis) Obsedee par le film Orgueil et prejuges, une jeune femme traverse un parc d'attraction sous le theme de Jane Austen a la recherche de son homme ideal. (Acteurs: Keri Russell, JJ Feild, Jennifer Coolidge, Bret McKenzie, Georgia King, James Callis, Jane Seymour)|-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
Cinema|Les beaux jours|2015-06-11|2015-06-11|18 h|0|(Comedie sentimentale, France) Des beaux jours? Caroline, fraichement retraitee, n'a que ca devant elle : du temps libre et encore du temps libre. La belle vie? Pas si simple... Comment alors tout reinventer? Transgresser les regles, provoquer de nouvelles rencontres, ou bien simplement remplir son agenda? A moins que tout soit deja la...   (Acteurs : Fanny Ardant, Laurent Lafitte, Patrick Chesnais, Feodor Atkine, Jean-Francois Stevenin, Fanny Cottencon, Marie Riviere, Marc Chapiteau)  |-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
Cinema|Le gang des hors la loi|2015-06-13|2015-06-13|14 h|0|(Comedie, Canada) Nicolas et ses copains se donnent rendez-vous sur le terrain de baseball du village. Un matin du debut de l'ete, ils decouvrent que les portes grillagees de la palissade ont ete condamnees. Le conseil municipal a decide d'utiliser ce terrain comme depotoir. (Acteurs : Guy Thauvette, Andre Kasper Kolstad, Charles Gillespie, Lambert Legendre)|-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
Cinema|Les grands yeux|2015-06-25|2015-06-25|18 h|0|(Drame biographique, Etats-Unis) A San Francisco, dans les annees 1960, Walter Keane, un peintre rate, prend le credit des fascinantes toiles peintes par son epouse Margaret montrant des enfants aux yeux immenses. (Acteurs : Amy Adams, Christoph Waltz, Danny Huston)|-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
Cinema|Les vacances de Ducobu|2015-06-27|2015-06-27|14 h|0|(Comedie, France)Enfin les vacances, pour l'eleve Ducobu, loin de Latouche et de ses dictees diaboliques !!! Son pere lui annonce qu'ils partent avec la famille Gratin. Le Cauchemar !!! Heureusement le hasard met sur son chemin une carte mysterieuse. Grace a son ingeniosite, Ducobu en decode l'enigme et se lance a la recherche d'un tresor de pirates perdu. (Acteurs : Elie Semoun, Josephine de Meaux)|-1|418-641-6287||||Bibliotheque Paul-Aime-Paiement|auditorium Pierre-Boutet|7950, 1re Avenue|418-641-6287|Charlesbourg
